user_id,display_name,reputation_score,is_superuser,score,entries_today,allowed_posts,remaining_posts,unlimited,next_score_required,would_allow_next_entry,formula,window_days
60264769-e015-4dba-b2f4-6bfdffed12b3,Romildo Guyraakanga,7,False,0.0,0,1.0,1.0,False,3.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
4ce403f9-c662-4caa-8576-c10e71f01c4b,Ybytyruna,143,False,17.0,0,,,True,0.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
f63c93e7-16f1-4495-8e5f-220cf1bd0587,TDF,4,False,0.0,0,1.0,1.0,False,3.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
1fa1272e-1af6-4b74-9f31-0549bbcf831d,Romildonline,0,False,0.0,0,1.0,1.0,False,3.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
68094f87-01d0-4966-aae7-21eb452e918d,Nambiguasu,28,False,14.0,0,,,True,0.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
392a03db-0ab2-42c7-bf58-3acde7de9d5d,Kaique Gomes de Meneses,56,False,44.0,2,,,True,0.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
dfa665ca-36c8-4368-aef9-50d7be8b7b4a,Xe'ánga Ratá,0,False,0.0,0,1.0,1.0,False,3.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
ce6e5c8c-b2e1-4acd-89fe-b42fe49a86bc,Juruparieté,9,False,54.0,0,,,True,0.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
fc3c7d2b-dc08-41ca-a6f1-daba826a1f53,Alex,0,False,0.0,0,1.0,1.0,False,3.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
69ce191d-25f7-4ae6-b5fc-26bdc90e84aa,Kiansheik3128,59,True,13.0,0,,,True,0.0,True,A_simple_7d_entry_example_1x_threshold_0_3_6,7
3d2592f5-7de0-43e8-a487-729a070624ef,Mattoliver1908,8,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
34f5c1a1-8caa-48c6-9482-d01ef71e9661,Jerffersonmanoel,37,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
48d31c72-fa13-4fdf-be8a-0302c5e5e5d7,taco_chip,0,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
ebc489b8-00f0-4ea0-8c72-2ef8f281111a,Akanguasu,0,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
e118f03c-0bb2-4c81-903d-b02f4aa15f26,Eirusu,13,False,2.0,0,1.0,1.0,False,1.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
10293b59-6af4-4de0-9a6d-b87c2ed343a1,Gustavo Fávero,3,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
36e75d85-db7f-499d-8d6b-ee983421a046,cristianwcorrea,20,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
8f2ee531-41f7-4433-a49a-712adb50c585,Gabriel Rolim,14,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
fd9b7f36-2943-4ceb-b658-83c814782ac3,Emerson Costa,170,False,19.0,0,,,True,0.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
a3cd0e01-82b4-4a40-bbfd-448afbe493a5,LJaci,0,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
cdbc2977-3feb-4b78-967e-7636db3986d5,Felipe Menão,45,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
a57f0fd6-6977-43c3-86bb-cd34ef2a7a29,Uyrauna,217,True,50.0,0,,,True,0.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
60264769-e015-4dba-b2f4-6bfdffed12b3,Romildo Guyraakanga,7,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
4ce403f9-c662-4caa-8576-c10e71f01c4b,Ybytyruna,143,False,19.0,0,,,True,0.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
f63c93e7-16f1-4495-8e5f-220cf1bd0587,TDF,4,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
1fa1272e-1af6-4b74-9f31-0549bbcf831d,Romildonline,0,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
68094f87-01d0-4966-aae7-21eb452e918d,Nambiguasu,28,False,20.0,0,,,True,0.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
392a03db-0ab2-42c7-bf58-3acde7de9d5d,Kaique Gomes de Meneses,56,False,45.0,2,,,True,0.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
dfa665ca-36c8-4368-aef9-50d7be8b7b4a,Xe'ánga Ratá,0,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
ce6e5c8c-b2e1-4acd-89fe-b42fe49a86bc,Juruparieté,9,False,54.0,0,,,True,0.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
fc3c7d2b-dc08-41ca-a6f1-daba826a1f53,Alex,0,False,0.0,0,1.0,1.0,False,3.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
69ce191d-25f7-4ae6-b5fc-26bdc90e84aa,Kiansheik3128,59,True,15.0,0,,,True,0.0,True,B_weighted_7d_entry_1_example_075_comment_1_threshold_0_3_6,7
3d2592f5-7de0-43e8-a487-729a070624ef,Mattoliver1908,8,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
34f5c1a1-8caa-48c6-9482-d01ef71e9661,Jerffersonmanoel,37,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
48d31c72-fa13-4fdf-be8a-0302c5e5e5d7,taco_chip,0,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
ebc489b8-00f0-4ea0-8c72-2ef8f281111a,Akanguasu,0,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
e118f03c-0bb2-4c81-903d-b02f4aa15f26,Eirusu,13,False,6.0,0,,,True,0.0,True,C_pr17_current_4d_weighted_threshold_3_5_6,4
10293b59-6af4-4de0-9a6d-b87c2ed343a1,Gustavo Fávero,3,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
36e75d85-db7f-499d-8d6b-ee983421a046,cristianwcorrea,20,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
8f2ee531-41f7-4433-a49a-712adb50c585,Gabriel Rolim,14,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
fd9b7f36-2943-4ceb-b658-83c814782ac3,Emerson Costa,170,False,51.0,0,,,True,0.0,True,C_pr17_current_4d_weighted_threshold_3_5_6,4
a3cd0e01-82b4-4a40-bbfd-448afbe493a5,LJaci,0,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
cdbc2977-3feb-4b78-967e-7636db3986d5,Felipe Menão,45,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
a57f0fd6-6977-43c3-86bb-cd34ef2a7a29,Uyrauna,217,True,54.0,0,,,True,0.0,True,C_pr17_current_4d_weighted_threshold_3_5_6,4
60264769-e015-4dba-b2f4-6bfdffed12b3,Romildo Guyraakanga,7,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
4ce403f9-c662-4caa-8576-c10e71f01c4b,Ybytyruna,143,False,16.0,0,,,True,0.0,True,C_pr17_current_4d_weighted_threshold_3_5_6,4
f63c93e7-16f1-4495-8e5f-220cf1bd0587,TDF,4,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
1fa1272e-1af6-4b74-9f31-0549bbcf831d,Romildonline,0,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
68094f87-01d0-4966-aae7-21eb452e918d,Nambiguasu,28,False,22.0,0,,,True,0.0,True,C_pr17_current_4d_weighted_threshold_3_5_6,4
392a03db-0ab2-42c7-bf58-3acde7de9d5d,Kaique Gomes de Meneses,56,False,97.0,2,,,True,0.0,True,C_pr17_current_4d_weighted_threshold_3_5_6,4
dfa665ca-36c8-4368-aef9-50d7be8b7b4a,Xe'ánga Ratá,0,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
ce6e5c8c-b2e1-4acd-89fe-b42fe49a86bc,Juruparieté,9,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
fc3c7d2b-dc08-41ca-a6f1-daba826a1f53,Alex,0,False,0.0,0,0.0,0.0,False,3.0,False,C_pr17_current_4d_weighted_threshold_3_5_6,4
69ce191d-25f7-4ae6-b5fc-26bdc90e84aa,Kiansheik3128,59,True,26.0,0,,,True,0.0,True,C_pr17_current_4d_weighted_threshold_3_5_6,4
3d2592f5-7de0-43e8-a487-729a070624ef,Mattoliver1908,8,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
34f5c1a1-8caa-48c6-9482-d01ef71e9661,Jerffersonmanoel,37,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
48d31c72-fa13-4fdf-be8a-0302c5e5e5d7,taco_chip,0,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
ebc489b8-00f0-4ea0-8c72-2ef8f281111a,Akanguasu,0,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
e118f03c-0bb2-4c81-903d-b02f4aa15f26,Eirusu,13,False,6.0,0,1.0,1.0,False,3.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
10293b59-6af4-4de0-9a6d-b87c2ed343a1,Gustavo Fávero,3,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
36e75d85-db7f-499d-8d6b-ee983421a046,cristianwcorrea,20,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
8f2ee531-41f7-4433-a49a-712adb50c585,Gabriel Rolim,14,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
fd9b7f36-2943-4ceb-b658-83c814782ac3,Emerson Costa,170,False,51.0,0,,,True,0.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
a3cd0e01-82b4-4a40-bbfd-448afbe493a5,LJaci,0,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
cdbc2977-3feb-4b78-967e-7636db3986d5,Felipe Menão,45,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
a57f0fd6-6977-43c3-86bb-cd34ef2a7a29,Uyrauna,217,True,54.0,0,,,True,0.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
60264769-e015-4dba-b2f4-6bfdffed12b3,Romildo Guyraakanga,7,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
4ce403f9-c662-4caa-8576-c10e71f01c4b,Ybytyruna,143,False,16.0,0,2.0,2.0,False,2.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
f63c93e7-16f1-4495-8e5f-220cf1bd0587,TDF,4,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
1fa1272e-1af6-4b74-9f31-0549bbcf831d,Romildonline,0,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
68094f87-01d0-4966-aae7-21eb452e918d,Nambiguasu,28,False,22.0,0,,,True,0.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
392a03db-0ab2-42c7-bf58-3acde7de9d5d,Kaique Gomes de Meneses,56,False,97.0,2,,,True,0.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
dfa665ca-36c8-4368-aef9-50d7be8b7b4a,Xe'ánga Ratá,0,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
ce6e5c8c-b2e1-4acd-89fe-b42fe49a86bc,Juruparieté,9,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
fc3c7d2b-dc08-41ca-a6f1-daba826a1f53,Alex,0,False,0.0,0,1.0,1.0,False,9.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
69ce191d-25f7-4ae6-b5fc-26bdc90e84aa,Kiansheik3128,59,True,26.0,0,,,True,0.0,True,D_pr17_scaled_4d_weighted_threshold_0_9_18,4
3d2592f5-7de0-43e8-a487-729a070624ef,Mattoliver1908,8,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
34f5c1a1-8caa-48c6-9482-d01ef71e9661,Jerffersonmanoel,37,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
48d31c72-fa13-4fdf-be8a-0302c5e5e5d7,taco_chip,0,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
ebc489b8-00f0-4ea0-8c72-2ef8f281111a,Akanguasu,0,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
e118f03c-0bb2-4c81-903d-b02f4aa15f26,Eirusu,13,False,6.0,0,1.0,1.0,False,3.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
10293b59-6af4-4de0-9a6d-b87c2ed343a1,Gustavo Fávero,3,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
36e75d85-db7f-499d-8d6b-ee983421a046,cristianwcorrea,20,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
8f2ee531-41f7-4433-a49a-712adb50c585,Gabriel Rolim,14,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
fd9b7f36-2943-4ceb-b658-83c814782ac3,Emerson Costa,170,False,57.0,0,,,True,0.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
a3cd0e01-82b4-4a40-bbfd-448afbe493a5,LJaci,0,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
cdbc2977-3feb-4b78-967e-7636db3986d5,Felipe Menão,45,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
a57f0fd6-6977-43c3-86bb-cd34ef2a7a29,Uyrauna,217,True,117.0,0,,,True,0.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
60264769-e015-4dba-b2f4-6bfdffed12b3,Romildo Guyraakanga,7,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
4ce403f9-c662-4caa-8576-c10e71f01c4b,Ybytyruna,143,False,54.0,0,,,True,0.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
f63c93e7-16f1-4495-8e5f-220cf1bd0587,TDF,4,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
1fa1272e-1af6-4b74-9f31-0549bbcf831d,Romildonline,0,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
68094f87-01d0-4966-aae7-21eb452e918d,Nambiguasu,28,False,51.0,0,,,True,0.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
392a03db-0ab2-42c7-bf58-3acde7de9d5d,Kaique Gomes de Meneses,56,False,140.0,2,,,True,0.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
dfa665ca-36c8-4368-aef9-50d7be8b7b4a,Xe'ánga Ratá,0,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
ce6e5c8c-b2e1-4acd-89fe-b42fe49a86bc,Juruparieté,9,False,163.0,0,,,True,0.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
fc3c7d2b-dc08-41ca-a6f1-daba826a1f53,Alex,0,False,0.0,0,1.0,1.0,False,9.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
69ce191d-25f7-4ae6-b5fc-26bdc90e84aa,Kiansheik3128,59,True,41.0,0,,,True,0.0,True,E_pr17_scaled_7d_weighted_threshold_0_9_18,7
3d2592f5-7de0-43e8-a487-729a070624ef,Mattoliver1908,8,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
34f5c1a1-8caa-48c6-9482-d01ef71e9661,Jerffersonmanoel,37,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
48d31c72-fa13-4fdf-be8a-0302c5e5e5d7,taco_chip,0,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
ebc489b8-00f0-4ea0-8c72-2ef8f281111a,Akanguasu,0,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
e118f03c-0bb2-4c81-903d-b02f4aa15f26,Eirusu,13,False,2.0,0,1.0,1.0,False,1.0,True,F_entry_only_7d_threshold_0_3_6,7
10293b59-6af4-4de0-9a6d-b87c2ed343a1,Gustavo Fávero,3,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
36e75d85-db7f-499d-8d6b-ee983421a046,cristianwcorrea,20,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
8f2ee531-41f7-4433-a49a-712adb50c585,Gabriel Rolim,14,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
fd9b7f36-2943-4ceb-b658-83c814782ac3,Emerson Costa,170,False,18.0,0,,,True,0.0,True,F_entry_only_7d_threshold_0_3_6,7
a3cd0e01-82b4-4a40-bbfd-448afbe493a5,LJaci,0,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
cdbc2977-3feb-4b78-967e-7636db3986d5,Felipe Menão,45,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
a57f0fd6-6977-43c3-86bb-cd34ef2a7a29,Uyrauna,217,True,33.0,0,,,True,0.0,True,F_entry_only_7d_threshold_0_3_6,7
60264769-e015-4dba-b2f4-6bfdffed12b3,Romildo Guyraakanga,7,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
4ce403f9-c662-4caa-8576-c10e71f01c4b,Ybytyruna,143,False,17.0,0,,,True,0.0,True,F_entry_only_7d_threshold_0_3_6,7
f63c93e7-16f1-4495-8e5f-220cf1bd0587,TDF,4,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
1fa1272e-1af6-4b74-9f31-0549bbcf831d,Romildonline,0,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
68094f87-01d0-4966-aae7-21eb452e918d,Nambiguasu,28,False,14.0,0,,,True,0.0,True,F_entry_only_7d_threshold_0_3_6,7
392a03db-0ab2-42c7-bf58-3acde7de9d5d,Kaique Gomes de Meneses,56,False,44.0,2,,,True,0.0,True,F_entry_only_7d_threshold_0_3_6,7
dfa665ca-36c8-4368-aef9-50d7be8b7b4a,Xe'ánga Ratá,0,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
ce6e5c8c-b2e1-4acd-89fe-b42fe49a86bc,Juruparieté,9,False,54.0,0,,,True,0.0,True,F_entry_only_7d_threshold_0_3_6,7
fc3c7d2b-dc08-41ca-a6f1-daba826a1f53,Alex,0,False,0.0,0,1.0,1.0,False,3.0,True,F_entry_only_7d_threshold_0_3_6,7
69ce191d-25f7-4ae6-b5fc-26bdc90e84aa,Kiansheik3128,59,True,13.0,0,,,True,0.0,True,F_entry_only_7d_threshold_0_3_6,7
